Date,Description,Amount,Type,Category
2025-03-23,Uber ride,259.63,DEBIT,Transport
2025-03-23,Jio postpaid bill,441.14,DEBIT,Utilities
2025-03-23,Airtel Fibre broadband,481.04,DEBIT,Utilities
2025-03-24,PVR Cinemas,575.44,DEBIT,Entertainment
2025-03-24,BigBasket order,508.88,DEBIT,Groceries
2025-03-24,DMart Andheri West,833.91,DEBIT,Groceries
2025-03-24,Starbucks Powai,246.12,DEBIT,Take-out
2025-03-24,Starbucks Powai,410.34,DEBIT,Take-out
2025-03-25,Spotify Premium,455.01,DEBIT,Entertainment
2025-03-25,Fresh Fruits & Veg Co.,102.52,DEBIT,Groceries
2025-03-25,Reliance Fresh,369.69,DEBIT,Groceries
2025-03-25,Mumbai Metro recharge,224.50,DEBIT,Transport
2025-03-25,Mumbai Metro recharge,450.93,DEBIT,Transport
2025-03-26,Spotify Premium,87.71,DEBIT,Entertainment
2025-03-26,Fresh Fruits & Veg Co.,313.44,DEBIT,Groceries
2025-03-26,Nature's Basket,313.92,DEBIT,Groceries
2025-03-26,More Supermarket,775.38,DEBIT,Groceries
2025-03-26,BigBasket order,609.91,DEBIT,Groceries
2025-03-26,Ola Cabs,172.36,DEBIT,Transport
2025-03-26,MSEB electricity bill,609.50,DEBIT,Utilities
2025-03-27,PVR Cinemas,376.87,DEBIT,Entertainment
2025-03-27,Nature's Basket,341.55,DEBIT,Groceries
2025-03-27,Nature's Basket,367.56,DEBIT,Groceries
2025-03-27,DMart Andheri West,566.89,DEBIT,Groceries
2025-03-27,Amazon.in order,1647.26,DEBIT,Shopping
2025-03-27,Croma Electronics,1880.85,DEBIT,Shopping
2025-03-27,Croma Electronics,1294.20,DEBIT,Shopping
2025-03-27,Dominos Pizza,334.83,DEBIT,Take-out
2025-03-27,Uber ride,126.75,DEBIT,Transport
2025-03-28,Reliance Fresh,209.82,DEBIT,Groceries
2025-03-28,More Supermarket,912.22,DEBIT,Groceries
2025-03-28,DMart Andheri West,999.20,DEBIT,Groceries
2025-03-28,Zomato order,234.52,DEBIT,Take-out
2025-03-28,Uber ride,391.86,DEBIT,Transport
2025-03-28,Jio postpaid bill,558.60,DEBIT,Utilities
2025-03-28,Jio postpaid bill,834.26,DEBIT,Utilities
2025-03-28,Water tax payment,371.82,DEBIT,Utilities
2025-03-28,Water tax payment,500.79,DEBIT,Utilities
2025-03-29,Netflix subscription,99.23,DEBIT,Entertainment
2025-03-29,DMart Andheri West,297.36,DEBIT,Groceries
2025-03-29,BigBasket order,745.06,DEBIT,Groceries
2025-03-29,Myntra order,1385.01,DEBIT,Shopping
2025-03-29,Dominos Pizza,377.79,DEBIT,Take-out
2025-03-29,Indian Oil fuel,406.45,DEBIT,Transport
2025-03-30,More Supermarket,352.12,DEBIT,Groceries
2025-03-30,Fresh Fruits & Veg Co.,258.35,DEBIT,Groceries
2025-03-30,Zomato order,91.22,DEBIT,Take-out
2025-03-30,Swiggy order,101.29,DEBIT,Take-out
2025-03-30,Uber ride,181.60,DEBIT,Transport
2025-03-30,Jio postpaid bill,293.47,DEBIT,Utilities
2025-03-31,Netflix subscription,452.27,DEBIT,Entertainment
2025-03-31,More Supermarket,282.55,DEBIT,Groceries
2025-03-31,DMart Andheri West,556.78,DEBIT,Groceries
2025-03-31,Nature's Basket,598.92,DEBIT,Groceries
2025-03-31,DMart Andheri West,529.13,DEBIT,Groceries
2025-03-31,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2025-03-31,Zomato order,263.84,DEBIT,Take-out
2025-03-31,Starbucks Powai,491.26,DEBIT,Take-out
2025-03-31,MSEB electricity bill,712.65,DEBIT,Utilities
2025-04-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2025-04-01,IKEA Navi Mumbai,658.58,DEBIT,Shopping
2025-04-01,Decathlon Powai,459.82,DEBIT,Shopping
2025-04-01,Zomato order,437.98,DEBIT,Take-out
2025-04-01,Ola Cabs,209.95,DEBIT,Transport
2025-04-01,Mumbai Metro recharge,301.85,DEBIT,Transport
2025-04-01,Mumbai Metro recharge,238.65,DEBIT,Transport
2025-04-02,Reliance Fresh,433.68,DEBIT,Groceries
2025-04-02,Nature's Basket,468.07,DEBIT,Groceries
2025-04-02,Dominos Pizza,382.75,DEBIT,Take-out
2025-04-02,Swiggy order,187.50,DEBIT,Take-out
2025-04-02,Cafe Coffee Day,342.05,DEBIT,Take-out
2025-04-03,Reliance Fresh,670.78,DEBIT,Groceries
2025-04-03,More Supermarket,387.91,DEBIT,Groceries
2025-04-03,More Supermarket,135.20,DEBIT,Groceries
2025-04-03,Flipkart order,1646.80,DEBIT,Shopping
2025-04-03,Starbucks Powai,288.11,DEBIT,Take-out
2025-04-03,Zomato order,227.05,DEBIT,Take-out
2025-04-03,Uber ride,277.65,DEBIT,Transport
2025-04-03,Jio postpaid bill,302.37,DEBIT,Utilities
2025-04-04,Reliance Fresh,371.35,DEBIT,Groceries
2025-04-04,BigBasket order,629.54,DEBIT,Groceries
2025-04-04,Myntra order,1378.68,DEBIT,Shopping
2025-04-04,Behrouz Biryani,135.95,DEBIT,Take-out
2025-04-04,Cafe Coffee Day,221.32,DEBIT,Take-out
2025-04-04,CityFlo monthly pass,134.00,DEBIT,Transport
2025-04-04,Jio postpaid bill,499.99,DEBIT,Utilities
2025-04-05,Reliance Fresh,748.37,DEBIT,Groceries
2025-04-05,Nature's Basket,756.37,DEBIT,Groceries
2025-04-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2025-04-05,Dominos Pizza,356.28,DEBIT,Take-out
2025-04-05,Behrouz Biryani,407.18,DEBIT,Take-out
2025-04-05,Mumbai Metro recharge,100.88,DEBIT,Transport
2025-04-05,Mahanagar Gas bill,306.02,DEBIT,Utilities
2025-04-06,Netflix subscription,603.23,DEBIT,Entertainment
2025-04-06,BigBasket order,706.62,DEBIT,Groceries
2025-04-06,Croma Electronics,916.48,DEBIT,Shopping
2025-04-06,IKEA Navi Mumbai,374.54,DEBIT,Shopping
2025-04-06,Starbucks Powai,185.22,DEBIT,Take-out
2025-04-06,Ola Cabs,151.47,DEBIT,Transport
2025-04-06,Ola Cabs,365.02,DEBIT,Transport
2025-04-06,Jio postpaid bill,239.21,DEBIT,Utilities
2025-04-07,Steam games purchase,259.02,DEBIT,Entertainment
2025-04-07,Nature's Basket,455.89,DEBIT,Groceries
2025-04-07,Reliance Fresh,321.00,DEBIT,Groceries
2025-04-07,Fresh Fruits & Veg Co.,454.33,DEBIT,Groceries
2025-04-07,Nature's Basket,1004.04,DEBIT,Groceries
2025-04-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2025-04-07,Croma Electronics,1231.90,DEBIT,Shopping
2025-04-07,Dominos Pizza,216.85,DEBIT,Take-out
2025-04-08,DMart Andheri West,670.65,DEBIT,Groceries
2025-04-08,BigBasket order,922.17,DEBIT,Groceries
2025-04-08,Reliance Fresh,785.79,DEBIT,Groceries
2025-04-08,Nature's Basket,407.33,DEBIT,Groceries
2025-04-08,Croma Electronics,2278.28,DEBIT,Shopping
2025-04-08,Myntra order,1025.30,DEBIT,Shopping
2025-04-08,Uber ride,232.65,DEBIT,Transport
2025-04-08,Airtel Fibre broadband,471.24,DEBIT,Utilities
2025-04-09,DMart Andheri West,323.64,DEBIT,Groceries
2025-04-09,DMart Andheri West,424.17,DEBIT,Groceries
2025-04-09,Amazon.in order,1418.11,DEBIT,Shopping
2025-04-09,IKEA Navi Mumbai,2507.95,DEBIT,Shopping
2025-04-09,Indian Oil fuel,208.48,DEBIT,Transport
2025-04-09,HP Petrol Pump,228.36,DEBIT,Transport
2025-04-09,Airtel Fibre broadband,181.19,DEBIT,Utilities
2025-04-10,DMart Andheri West,342.41,DEBIT,Groceries
2025-04-10,BigBasket order,498.42,DEBIT,Groceries
2025-04-10,Fresh Fruits & Veg Co.,997.53,DEBIT,Groceries
2025-04-10,BigBasket order,459.20,DEBIT,Groceries
2025-04-10,Decathlon Powai,743.86,DEBIT,Shopping
2025-04-10,Cafe Coffee Day,440.72,DEBIT,Take-out
2025-04-10,Cafe Coffee Day,483.53,DEBIT,Take-out
2025-04-10,Swiggy order,318.19,DEBIT,Take-out
2025-04-10,Starbucks Powai,306.77,DEBIT,Take-out
2025-04-11,BookMyShow tickets,424.11,DEBIT,Entertainment
2025-04-11,Nature's Basket,803.36,DEBIT,Groceries
2025-04-11,Amazon.in order,979.21,DEBIT,Shopping
2025-04-11,Behrouz Biryani,224.75,DEBIT,Take-out
2025-04-11,Indian Oil fuel,85.37,DEBIT,Transport
2025-04-11,Uber ride,206.66,DEBIT,Transport
2025-04-12,PVR Cinemas,274.27,DEBIT,Entertainment
2025-04-12,BigBasket order,195.45,DEBIT,Groceries
2025-04-12,DMart Andheri West,402.80,DEBIT,Groceries
2025-04-12,Flipkart order,1400.46,DEBIT,Shopping
2025-04-12,Zomato order,198.23,DEBIT,Take-out
2025-04-12,CityFlo monthly pass,187.19,DEBIT,Transport
2025-04-12,Indian Oil fuel,288.82,DEBIT,Transport
2025-04-13,Fresh Fruits & Veg Co.,842.38,DEBIT,Groceries
2025-04-13,Reliance Fresh,731.04,DEBIT,Groceries
2025-04-13,Behrouz Biryani,252.90,DEBIT,Take-out
2025-04-13,Behrouz Biryani,93.83,DEBIT,Take-out
2025-04-13,Uber ride,414.10,DEBIT,Transport
2025-04-13,Mumbai Metro recharge,281.85,DEBIT,Transport
2025-04-14,Fresh Fruits & Veg Co.,872.36,DEBIT,Groceries
2025-04-14,CityFlo monthly pass,357.17,DEBIT,Transport
2025-04-14,CityFlo monthly pass,331.68,DEBIT,Transport
2025-04-14,CityFlo monthly pass,430.57,DEBIT,Transport
2025-04-14,Uber ride,332.76,DEBIT,Transport
2025-04-14,Mahanagar Gas bill,858.03,DEBIT,Utilities
2025-04-15,Reliance Fresh,935.38,DEBIT,Groceries
2025-04-15,Swiggy order,307.50,DEBIT,Take-out
2025-04-15,Cafe Coffee Day,337.63,DEBIT,Take-out
2025-04-15,Behrouz Biryani,183.26,DEBIT,Take-out
2025-04-15,Cafe Coffee Day,352.96,DEBIT,Take-out
2025-04-15,CityFlo monthly pass,179.37,DEBIT,Transport
2025-04-15,Ola Cabs,201.18,DEBIT,Transport
2025-04-15,Mumbai Metro recharge,301.37,DEBIT,Transport
2025-04-15,Airtel Fibre broadband,563.77,DEBIT,Utilities
2025-04-16,BigBasket order,912.71,DEBIT,Groceries
2025-04-16,IKEA Navi Mumbai,1200.41,DEBIT,Shopping
2025-04-16,Cafe Coffee Day,296.63,DEBIT,Take-out
2025-04-16,Mumbai Metro recharge,333.78,DEBIT,Transport
2025-04-16,Mumbai Metro recharge,512.64,DEBIT,Transport
2025-04-16,Uber ride,260.99,DEBIT,Transport
2025-04-16,Airtel Fibre broadband,537.04,DEBIT,Utilities
2025-04-17,PVR Cinemas,227.20,DEBIT,Entertainment
2025-04-17,Reliance Fresh,812.67,DEBIT,Groceries
2025-04-17,DMart Andheri West,314.86,DEBIT,Groceries
2025-04-17,Dominos Pizza,324.00,DEBIT,Take-out
2025-04-17,Cafe Coffee Day,319.18,DEBIT,Take-out
2025-04-17,Swiggy order,274.55,DEBIT,Take-out
2025-04-17,Behrouz Biryani,290.92,DEBIT,Take-out
2025-04-17,Ola Cabs,341.52,DEBIT,Transport
2025-04-17,Water tax payment,963.43,DEBIT,Utilities
2025-04-18,Steam games purchase,334.56,DEBIT,Entertainment
2025-04-18,DMart Andheri West,175.52,DEBIT,Groceries
2025-04-18,Cafe Coffee Day,443.57,DEBIT,Take-out
2025-04-18,Dominos Pizza,262.74,DEBIT,Take-out
2025-04-18,Uber ride,113.34,DEBIT,Transport
2025-04-18,Airtel Fibre broadband,402.32,DEBIT,Utilities
2025-04-19,PVR Cinemas,331.63,DEBIT,Entertainment
2025-04-19,Reliance Fresh,403.24,DEBIT,Groceries
2025-04-19,Starbucks Powai,391.70,DEBIT,Take-out
2025-04-19,Dominos Pizza,103.54,DEBIT,Take-out
2025-04-19,Indian Oil fuel,177.13,DEBIT,Transport
2025-04-20,DMart Andheri West,574.69,DEBIT,Groceries
2025-04-20,Fresh Fruits & Veg Co.,878.21,DEBIT,Groceries
2025-04-20,More Supermarket,609.60,DEBIT,Groceries
2025-04-20,Decathlon Powai,752.01,DEBIT,Shopping
2025-04-20,Starbucks Powai,247.46,DEBIT,Take-out
2025-04-20,Cafe Coffee Day,169.59,DEBIT,Take-out
2025-04-20,Dominos Pizza,225.97,DEBIT,Take-out
2025-04-21,BookMyShow tickets,436.59,DEBIT,Entertainment
2025-04-21,BigBasket order,429.32,DEBIT,Groceries
2025-04-21,Zomato order,160.15,DEBIT,Take-out
2025-04-21,Behrouz Biryani,523.84,DEBIT,Take-out
2025-04-21,Zomato order,127.19,DEBIT,Take-out
2025-04-21,Mumbai Metro recharge,91.33,DEBIT,Transport
2025-04-21,Mumbai Metro recharge,289.70,DEBIT,Transport
2025-04-21,MSEB electricity bill,277.64,DEBIT,Utilities
2025-04-22,Netflix subscription,379.97,DEBIT,Entertainment
2025-04-22,DMart Andheri West,710.42,DEBIT,Groceries
2025-04-22,Reliance Fresh,329.22,DEBIT,Groceries
2025-04-22,Zomato order,256.88,DEBIT,Take-out
2025-04-22,Behrouz Biryani,192.47,DEBIT,Take-out
2025-04-22,HP Petrol Pump,321.84,DEBIT,Transport
2025-04-22,HP Petrol Pump,275.20,DEBIT,Transport
2025-04-22,Jio postpaid bill,210.40,DEBIT,Utilities
2025-04-23,PVR Cinemas,491.62,DEBIT,Entertainment
2025-04-23,Reliance Fresh,1111.08,DEBIT,Groceries
2025-04-23,BigBasket order,264.90,DEBIT,Groceries
2025-04-23,Flipkart order,1731.54,DEBIT,Shopping
2025-04-23,Swiggy order,486.75,DEBIT,Take-out
2025-04-23,Behrouz Biryani,456.14,DEBIT,Take-out
2025-04-23,Starbucks Powai,502.14,DEBIT,Take-out
2025-04-23,Uber ride,445.92,DEBIT,Transport
2025-04-23,HP Petrol Pump,363.78,DEBIT,Transport
2025-04-24,BigBasket order,546.50,DEBIT,Groceries
2025-04-24,BigBasket order,946.93,DEBIT,Groceries
2025-04-24,Flipkart order,1848.02,DEBIT,Shopping
2025-04-24,Starbucks Powai,228.24,DEBIT,Take-out
2025-04-24,Dominos Pizza,432.47,DEBIT,Take-out
2025-04-24,Dominos Pizza,260.77,DEBIT,Take-out
2025-04-24,Ola Cabs,169.85,DEBIT,Transport
2025-04-24,Uber ride,237.23,DEBIT,Transport
2025-04-24,Airtel Fibre broadband,285.85,DEBIT,Utilities
2025-04-25,Netflix subscription,482.98,DEBIT,Entertainment
2025-04-25,Nature's Basket,600.96,DEBIT,Groceries
2025-04-25,Nature's Basket,642.38,DEBIT,Groceries
2025-04-25,BigBasket order,911.91,DEBIT,Groceries
2025-04-25,Nature's Basket,822.87,DEBIT,Groceries
2025-04-25,Decathlon Powai,420.04,DEBIT,Shopping
2025-04-25,Croma Electronics,1258.81,DEBIT,Shopping
2025-04-25,Dominos Pizza,351.34,DEBIT,Take-out
2025-04-25,HP Petrol Pump,76.47,DEBIT,Transport
2025-04-26,PVR Cinemas,309.21,DEBIT,Entertainment
2025-04-26,PVR Cinemas,768.83,DEBIT,Entertainment
2025-04-26,More Supermarket,285.64,DEBIT,Groceries
2025-04-26,BigBasket order,591.14,DEBIT,Groceries
2025-04-26,IKEA Navi Mumbai,549.69,DEBIT,Shopping
2025-04-26,IKEA Navi Mumbai,258.51,DEBIT,Shopping
2025-04-27,Spotify Premium,426.43,DEBIT,Entertainment
2025-04-27,BookMyShow tickets,585.17,DEBIT,Entertainment
2025-04-27,Nature's Basket,448.25,DEBIT,Groceries
2025-04-27,BigBasket order,155.21,DEBIT,Groceries
2025-04-27,Jio postpaid bill,292.40,DEBIT,Utilities
2025-04-28,Fresh Fruits & Veg Co.,448.59,DEBIT,Groceries
2025-04-28,Cafe Coffee Day,527.39,DEBIT,Take-out
2025-04-28,Dominos Pizza,511.76,DEBIT,Take-out
2025-04-28,Starbucks Powai,337.20,DEBIT,Take-out
2025-04-28,Starbucks Powai,405.52,DEBIT,Take-out
2025-04-28,Behrouz Biryani,372.89,DEBIT,Take-out
2025-04-28,Dominos Pizza,374.44,DEBIT,Take-out
2025-04-28,Uber ride,378.66,DEBIT,Transport
2025-04-28,Ola Cabs,413.56,DEBIT,Transport
2025-04-29,Netflix subscription,338.43,DEBIT,Entertainment
2025-04-29,Fresh Fruits & Veg Co.,852.93,DEBIT,Groceries
2025-04-29,Fresh Fruits & Veg Co.,258.40,DEBIT,Groceries
2025-04-29,Reversal of failed UPI payment,2315.26,CREDIT,Refund
2025-04-29,Flipkart order,2567.12,DEBIT,Shopping
2025-04-29,Dominos Pizza,160.64,DEBIT,Take-out
2025-04-29,HP Petrol Pump,203.38,DEBIT,Transport
2025-04-29,Ola Cabs,465.53,DEBIT,Transport
2025-04-29,Uber ride,345.63,DEBIT,Transport
2025-04-29,Water tax payment,265.26,DEBIT,Utilities
2025-04-30,Netflix subscription,410.13,DEBIT,Entertainment
2025-04-30,BookMyShow tickets,389.44,DEBIT,Entertainment
2025-04-30,Reliance Fresh,454.07,DEBIT,Groceries
2025-04-30,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2025-04-30,Decathlon Powai,1033.93,DEBIT,Shopping
2025-04-30,Croma Electronics,322.97,DEBIT,Shopping
2025-04-30,Mumbai Metro recharge,302.02,DEBIT,Transport
2025-05-01,Fresh Fruits & Veg Co.,502.29,DEBIT,Groceries
2025-05-01,Fresh Fruits & Veg Co.,302.71,DEBIT,Groceries
2025-05-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2025-05-01,Flipkart order,1428.58,DEBIT,Shopping
2025-05-01,IKEA Navi Mumbai,1736.79,DEBIT,Shopping
2025-05-01,Dominos Pizza,220.33,DEBIT,Take-out
2025-05-01,Dominos Pizza,208.03,DEBIT,Take-out
2025-05-01,CityFlo monthly pass,280.75,DEBIT,Transport
2025-05-02,Fresh Fruits & Veg Co.,682.77,DEBIT,Groceries
2025-05-02,Reliance Fresh,637.66,DEBIT,Groceries
2025-05-02,BigBasket order,502.46,DEBIT,Groceries
2025-05-02,HP Petrol Pump,298.60,DEBIT,Transport
2025-05-02,HP Petrol Pump,275.85,DEBIT,Transport
2025-05-02,MSEB electricity bill,302.72,DEBIT,Utilities
2025-05-03,Netflix subscription,131.59,DEBIT,Entertainment
2025-05-03,DMart Andheri West,589.19,DEBIT,Groceries
2025-05-03,BigBasket order,338.53,DEBIT,Groceries
2025-05-03,DMart Andheri West,698.98,DEBIT,Groceries
2025-05-03,Myntra order,2251.20,DEBIT,Shopping
2025-05-03,Cafe Coffee Day,399.68,DEBIT,Take-out
2025-05-03,Mumbai Metro recharge,305.33,DEBIT,Transport
2025-05-03,Water tax payment,714.55,DEBIT,Utilities
2025-05-03,MSEB electricity bill,472.40,DEBIT,Utilities
2025-05-04,Steam games purchase,537.38,DEBIT,Entertainment
2025-05-04,Croma Electronics,1040.61,DEBIT,Shopping
2025-05-04,Amazon.in order,2715.14,DEBIT,Shopping
2025-05-04,Swiggy order,542.93,DEBIT,Take-out
2025-05-04,Starbucks Powai,169.87,DEBIT,Take-out
2025-05-04,Dominos Pizza,540.50,DEBIT,Take-out
2025-05-04,Swiggy order,332.08,DEBIT,Take-out
2025-05-04,HP Petrol Pump,169.00,DEBIT,Transport
2025-05-04,HP Petrol Pump,149.10,DEBIT,Transport
2025-05-05,Reliance Fresh,471.28,DEBIT,Groceries
2025-05-05,DMart Andheri West,377.89,DEBIT,Groceries
2025-05-05,Reliance Fresh,1020.79,DEBIT,Groceries
2025-05-05,Nature's Basket,996.29,DEBIT,Groceries
2025-05-05,Nature's Basket,413.53,DEBIT,Groceries
2025-05-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2025-05-05,Cafe Coffee Day,285.83,DEBIT,Take-out
2025-05-05,Ola Cabs,74.61,DEBIT,Transport
2025-05-05,Uber ride,292.61,DEBIT,Transport
2025-05-05,Jio postpaid bill,151.17,DEBIT,Utilities
2025-05-06,Nature's Basket,828.15,DEBIT,Groceries
2025-05-06,IKEA Navi Mumbai,1041.33,DEBIT,Shopping
2025-05-06,Zomato order,95.73,DEBIT,Take-out
2025-05-06,Behrouz Biryani,307.15,DEBIT,Take-out
2025-05-06,Indian Oil fuel,120.47,DEBIT,Transport
2025-05-06,Indian Oil fuel,235.28,DEBIT,Transport
2025-05-07,Spotify Premium,508.30,DEBIT,Entertainment
2025-05-07,Netflix subscription,548.54,DEBIT,Entertainment
2025-05-07,PVR Cinemas,786.93,DEBIT,Entertainment
2025-05-07,DMart Andheri West,613.76,DEBIT,Groceries
2025-05-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2025-05-07,Water tax payment,790.68,DEBIT,Utilities
2025-05-08,Cafe Coffee Day,383.42,DEBIT,Take-out
2025-05-08,Swiggy order,436.00,DEBIT,Take-out
2025-05-08,Behrouz Biryani,449.70,DEBIT,Take-out
2025-05-08,Indian Oil fuel,218.55,DEBIT,Transport
2025-05-08,Water tax payment,700.50,DEBIT,Utilities
2025-05-09,Steam games purchase,577.15,DEBIT,Entertainment
2025-05-09,Nature's Basket,600.68,DEBIT,Groceries
2025-05-09,DMart Andheri West,526.02,DEBIT,Groceries
2025-05-09,Nature's Basket,588.92,DEBIT,Groceries
2025-05-09,Myntra order,1581.39,DEBIT,Shopping
2025-05-09,Amazon.in order,1586.01,DEBIT,Shopping
2025-05-09,IKEA Navi Mumbai,482.89,DEBIT,Shopping
2025-05-09,Ola Cabs,189.31,DEBIT,Transport
2025-05-09,MSEB electricity bill,895.60,DEBIT,Utilities
2025-05-10,BigBasket order,770.92,DEBIT,Groceries
2025-05-10,BigBasket order,549.85,DEBIT,Groceries
2025-05-10,Swiggy order,326.88,DEBIT,Take-out
2025-05-10,HP Petrol Pump,204.29,DEBIT,Transport
2025-05-10,Indian Oil fuel,203.89,DEBIT,Transport
2025-05-10,Airtel Fibre broadband,385.62,DEBIT,Utilities
2025-05-11,Reliance Fresh,864.94,DEBIT,Groceries
2025-05-11,Nature's Basket,413.42,DEBIT,Groceries
2025-05-11,IKEA Navi Mumbai,1504.88,DEBIT,Shopping
2025-05-11,Decathlon Powai,1961.65,DEBIT,Shopping
2025-05-11,Swiggy order,96.18,DEBIT,Take-out
2025-05-11,Swiggy order,291.44,DEBIT,Take-out
2025-05-11,CityFlo monthly pass,199.33,DEBIT,Transport
2025-05-11,Mahanagar Gas bill,350.72,DEBIT,Utilities
2025-05-11,Mahanagar Gas bill,441.48,DEBIT,Utilities
2025-05-12,Spotify Premium,577.60,DEBIT,Entertainment
2025-05-12,Fresh Fruits & Veg Co.,560.54,DEBIT,Groceries
2025-05-12,DMart Andheri West,719.83,DEBIT,Groceries
2025-05-12,More Supermarket,441.25,DEBIT,Groceries
2025-05-12,Amazon.in order,1723.53,DEBIT,Shopping
2025-05-12,Cafe Coffee Day,400.99,DEBIT,Take-out
2025-05-12,Uber ride,130.58,DEBIT,Transport
2025-05-12,Uber ride,385.40,DEBIT,Transport
2025-05-12,Water tax payment,528.94,DEBIT,Utilities
2025-05-13,Nature's Basket,711.00,DEBIT,Groceries
2025-05-13,IKEA Navi Mumbai,362.46,DEBIT,Shopping
2025-05-13,Dominos Pizza,171.05,DEBIT,Take-out
2025-05-13,Mumbai Metro recharge,364.02,DEBIT,Transport
2025-05-13,MSEB electricity bill,528.60,DEBIT,Utilities
2025-05-14,PVR Cinemas,825.82,DEBIT,Entertainment
2025-05-14,Nature's Basket,327.50,DEBIT,Groceries
2025-05-14,Reliance Fresh,325.62,DEBIT,Groceries
2025-05-14,Swiggy order,372.55,DEBIT,Take-out
2025-05-14,Ola Cabs,183.61,DEBIT,Transport
2025-05-15,Reliance Fresh,258.36,DEBIT,Groceries
2025-05-15,DMart Andheri West,1064.88,DEBIT,Groceries
2025-05-15,Zomato order,338.69,DEBIT,Take-out
2025-05-15,Behrouz Biryani,177.28,DEBIT,Take-out
2025-05-15,Cafe Coffee Day,602.50,DEBIT,Take-out
2025-05-15,Zomato order,249.73,DEBIT,Take-out
2025-05-15,CityFlo monthly pass,183.93,DEBIT,Transport
2025-05-15,Indian Oil fuel,160.03,DEBIT,Transport
2025-05-16,Steam games purchase,289.55,DEBIT,Entertainment
2025-05-16,Nature's Basket,464.10,DEBIT,Groceries
2025-05-16,DMart Andheri West,124.16,DEBIT,Groceries
2025-05-16,Reliance Fresh,669.04,DEBIT,Groceries
2025-05-16,Dominos Pizza,397.29,DEBIT,Take-out
2025-05-16,Indian Oil fuel,414.53,DEBIT,Transport
2025-05-16,Uber ride,299.18,DEBIT,Transport
2025-05-17,Reliance Fresh,195.11,DEBIT,Groceries
2025-05-17,BigBasket order,377.14,DEBIT,Groceries
2025-05-17,Starbucks Powai,247.85,DEBIT,Take-out
2025-05-17,Cafe Coffee Day,201.48,DEBIT,Take-out
2025-05-17,Ola Cabs,225.99,DEBIT,Transport
2025-05-17,Mumbai Metro recharge,328.81,DEBIT,Transport
2025-05-17,HP Petrol Pump,401.40,DEBIT,Transport
2025-05-18,BigBasket order,780.18,DEBIT,Groceries
2025-05-18,Decathlon Powai,1650.03,DEBIT,Shopping
2025-05-18,Myntra order,754.01,DEBIT,Shopping
2025-05-18,Zomato order,547.20,DEBIT,Take-out
2025-05-18,Ola Cabs,260.99,DEBIT,Transport
2025-05-19,BigBasket order,709.71,DEBIT,Groceries
2025-05-19,Behrouz Biryani,442.70,DEBIT,Take-out
2025-05-19,Dominos Pizza,162.31,DEBIT,Take-out
2025-05-19,Behrouz Biryani,194.09,DEBIT,Take-out
2025-05-19,Uber ride,316.26,DEBIT,Transport
2025-05-19,Indian Oil fuel,181.55,DEBIT,Transport
2025-05-19,Indian Oil fuel,243.24,DEBIT,Transport
2025-05-20,IKEA Navi Mumbai,1174.61,DEBIT,Shopping
2025-05-20,Amazon.in order,1217.32,DEBIT,Shopping
2025-05-20,Flipkart order,1063.13,DEBIT,Shopping
2025-05-20,Decathlon Powai,1287.13,DEBIT,Shopping
